source_id,target_id,pair_id,label,cosine_tfidf,price_sim,price_num_equal,description_lev,description_jaccard,description_relaxed_jaccard,description_overlap,description_cosine_tfidf,description_containment,name_lev,name_jaccard,name_relaxed_jaccard,name_overlap,name_cosine_tfidf,name_containment
33161,207390654,33161-207390654,False,0.2999208647277458,-1.0,-1.0,0.09335926646290643,0.1851851851851852,0.17592592592592593,-1.0,0.1993583366161064,0.8333333333333334,0.46875,0.4545454545454545,0.4545454545454545,0.0,0.4052027316275265,0.7142857142857143
36258,208085180,36258-208085180,False,0.0,0.998718270793493,0.0,0.21516393442622955,0.0,0.0,-1.0,0.0,0.0,0.14999999999999994,0.0,0.0,0.0,0.0,0.0
17417,90125786,17417-90125786,False,0.21904481230023148,-1.0,-1.0,0.10987094523892567,0.0,0.0,-1.0,0.0,0.0,0.22083333333333335,0.2857142857142857,0.2857142857142857,0.0,0.24058447376170045,0.5714285714285714
34309,208504304,34309-208504304,False,0.14977662099875252,-1.0,-1.0,0.41214500115446784,0.12820512820512822,0.15522875816993464,-1.0,0.08465002389153847,0.2222222222222222,0.3954741379310344,0.4444444444444444,0.4444444444444444,0.0,0.3990062624017677,0.8
8060,90138537,8060-90138537,False,0.21117193418096455,-1.0,-1.0,0.2748312439729991,0.15873015873015872,0.1507936507936508,-1.0,0.0,0.3333333333333333,0.39858490566037735,0.2,0.2,0.0,0.26742114277731266,0.4
5644,209297154,5644-209297154,False,0.11309555068313007,-1.0,-1.0,0.4203202439954251,0.3125,0.296875,-1.0,0.08314984953481326,0.4,0.44078947368421056,0.2,0.2,0.0,0.12504550387349458,0.3333333333333333
33638,208114686,33638-208114686,False,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.07608695652173915,0.0,0.0,0.0,0.0,0.0
27857,203445749,27857-203445749,False,0.1982186453987984,-1.0,-1.0,0.027614622600157717,0.0,0.0,-1.0,0.0,0.0,0.31696428571428564,0.25,0.25,0.0,0.3385985747974645,0.42857142857142855
30585,206179525,30585-206179525,False,0.22160577490355834,0.9971827592040974,0.0,0.12341478502938445,0.04504504504504505,0.0427927927927928,-1.0,0.10179603495577216,0.2,0.3532608695652173,0.25,0.25,0.0,0.3433428801637713,0.6
26059,206678505,26059-206678505,False,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.14737654320987653,0.0,0.0,0.0,0.0,0.0
22798,202827684,22798-202827684,False,0.26839594944117273,-1.0,-1.0,0.2049180327868853,0.0,0.0,-1.0,0.0,0.0,0.3656716417910448,0.21428571428571427,0.21428571428571427,0.0,0.2527214252045431,0.375
33047,203185276,33047-203185276,False,0.3296979360624573,0.993473434880466,0.0,0.07549611734253672,0.11904761904761905,0.1130952380952381,-1.0,0.133618363768569,1.0,0.4805555555555555,0.4,0.4,0.0,0.3961590590459037,0.6666666666666666
35694,208184891,35694-208184891,True,0.6038267072176582,-1.0,-1.0,0.14850530376084867,0.17094017094017094,0.1623931623931624,-1.0,0.4811440099489807,1.0,0.734375,0.4545454545454545,0.4545454545454545,0.0,0.7408387292158699,0.625
27589,208456203,27589-208456203,False,0.20066222203944928,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.203125,0.21428571428571427,0.21428571428571427,0.0,0.2338576889564169,0.375
33157,207390655,33157-207390655,False,0.2594295701701189,-1.0,-1.0,0.07209681572397228,0.17543859649122806,0.16666666666666666,-1.0,0.16217004411256133,1.0,0.40625,0.35714285714285715,0.4615384615384616,0.0,0.34853055556655715,0.5555555555555556
38451,204505951,38451-204505951,False,0.0,0.9894282975047296,0.0,0.18477354820783554,0.0,0.0,-1.0,0.0,0.0,0.15801886792452824,0.0,0.0,0.0,0.0,0.0
25111,209890560,25111-209890560,False,0.005609262306851057,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.11458333333333327,0.0,0.0,0.0,0.0,0.0
28272,206160056,28272-206160056,True,0.7155854628086834,-1.0,-1.0,0.2199453551912568,0.14492753623188406,0.13768115942028986,-1.0,0.17316562418525944,0.5,0.3721590909090909,0.38461538461538464,0.38461538461538464,0.0,0.8114509517440186,0.7142857142857143
36962,202238311,36962-202238311,False,0.03193188186297968,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.15345528455284552,0.04166666666666666,0.04166666666666666,0.0,0.03356128748834182,0.125
32563,206615085,32563-206615085,True,0.6299601929444415,-1.0,-1.0,0.4386034047919294,0.3603603603603604,0.3423423423423424,-1.0,0.35051747339108125,0.6153846153846154,0.8643617021276596,0.8888888888888888,0.8888888888888888,0.0,0.9025696277298074,1.0
34056,205599984,34056-205599984,False,0.20734882857823766,-1.0,-1.0,0.3021077283372365,0.2604166666666667,0.2473958333333333,-1.0,0.2319705447185458,0.5555555555555556,0.3221982758620689,0.25,0.25,0.0,0.1680716621010233,0.42857142857142855
33767,208105467,33767-208105467,False,0.13109223174969206,-1.0,-1.0,0.4072745901639346,0.07407407407407407,0.07037037037037037,-1.0,0.06966852452153202,0.13333333333333333,0.4475,0.3636363636363637,0.3636363636363637,0.0,0.2952328514375212,0.6666666666666666
28554,203021705,28554-203021705,False,0.35570956354520383,-1.0,-1.0,0.5147847403094838,0.2272727272727273,0.2159090909090909,-1.0,0.3041218387058544,0.3,0.3270833333333333,0.2307692307692308,0.2307692307692308,0.0,0.3757088597981731,0.375
34624,208504307,34624-208504307,False,0.6970430050226128,-1.0,-1.0,0.5452601568068426,0.5681818181818181,0.5397727272727273,-1.0,0.9660381936624032,1.0,0.5699404761904762,0.2727272727272727,0.4,0.0,0.2487773892718922,0.5
13581,207899810,13581-207899810,False,0.15660230025088334,-1.0,-1.0,0.06454918032786883,0.0,0.0,-1.0,0.0,0.0,0.3180970149253732,0.2307692307692308,0.2307692307692308,0.0,0.19839361794621307,0.42857142857142855
