source_id,target_id,pair_id,label,cosine_tfidf,price_sim,price_num_equal,description_lev,description_jaccard,description_relaxed_jaccard,description_overlap,description_cosine_tfidf,description_containment,name_lev,name_jaccard,name_relaxed_jaccard,name_overlap,name_cosine_tfidf,name_containment
17187,202041204,17187-202041204,True,0.4180635321873874,0.9856318155950556,0.0,0.37217545414266734,0.11111111111111112,0.10555555555555556,-1.0,0.09982952018650552,0.125,0.5411931818181818,0.3333333333333333,0.3333333333333333,0.0,0.6766693216745704,0.6
27779,205844283,27779-205844283,True,0.5326018515486344,-1.0,-1.0,0.2738450074515648,0.07246376811594203,0.06884057971014493,-1.0,0.047929578294714996,0.25,0.6096938775510204,0.46153846153846156,0.5833333333333334,0.0,0.6452071583908869,0.6666666666666666
36381,208226695,36381-208226695,True,0.7222720283302678,-1.0,-1.0,0.12079378774805868,0.15151515151515152,0.14393939393939395,-1.0,0.4756642968532702,1.0,0.5395833333333333,0.3333333333333333,0.42857142857142855,0.0,0.7378648611604554,0.5555555555555556
27248,10246269,27248-10246269,True,0.5098851171183413,-1.0,-1.0,0.1798385123562515,0.0,0.0,-1.0,0.0,0.0,0.6033333333333334,0.6428571428571429,0.7692307692307693,0.0,0.7369427518873829,0.8181818181818182
31014,205777541,31014-205777541,True,0.4733223783569514,0.9839142984583361,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.24315068493150688,0.3333333333333333,0.3333333333333333,0.0,0.7373099633131742,0.8
34002,208105467,34002-208105467,True,0.24637070866629024,-1.0,-1.0,0.3959016393442623,0.31746031746031744,0.30158730158730157,-1.0,0.1400543075336138,0.5333333333333333,0.2600446428571429,0.15384615384615385,0.15384615384615385,0.0,0.5233470189837519,0.3333333333333333
38208,207527632,38208-207527632,True,0.7793430115222111,-1.0,-1.0,0.7766893242702919,0.8823529411764707,0.8382352941176471,-1.0,0.981149176412099,0.8571428571428571,0.5625,0.36363636363636365,0.36363636363636365,0.0,0.354469253369122,0.5714285714285714
10102,90106210,10102-90106210,True,0.3748936215571182,-1.0,-1.0,0.2426009461987018,0.22727272727272727,0.2159090909090909,-1.0,0.3091919169140316,0.75,0.6041666666666666,0.4,0.4,0.0,0.3788167179286348,0.8
36243,206678505,36243-206678505,True,0.6526529703246859,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.6983024691358025,0.5714285714285714,0.5714285714285714,0.0,0.7589602095175788,0.8
32874,202870171,32874-202870171,True,0.6042884697930375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.5308441558441559,0.5,0.6153846153846154,0.0,0.5378605179918923,0.7
30602,208111280,30602-208111280,True,0.37525375767083025,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.1795886075949367,0.10526315789473684,0.16666666666666666,0.0,0.27643474862971984,0.25
29880,206728281,29880-206728281,True,0.5298869462994746,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.3262195121951219,0.375,0.375,0.0,0.5460138148924587,0.75
30939,205557540,30939-205557540,True,0.4090782514016301,0.9906433767924983,0.0,0.17118014672584,0.12345679012345678,0.11728395061728394,-1.0,0.26466382448958237,0.6666666666666666,0.46875,0.3333333333333333,0.3333333333333333,0.0,0.48253401912051475,0.5
33582,207388758,33582-207388758,True,0.5402070471631567,-1.0,-1.0,0.19425458656662734,0.28368794326241137,0.35185185185185186,-1.0,0.27943772513170617,0.8,0.35912698412698413,0.3076923076923077,0.4166666666666667,0.0,0.753921228671513,0.5714285714285714
35694,208184891,35694-208184891,True,0.6038267072176582,-1.0,-1.0,0.14850530376084867,0.17094017094017094,0.1623931623931624,-1.0,0.4811440099489807,1.0,0.734375,0.45454545454545453,0.45454545454545453,0.0,0.7408387292158699,0.625
35231,208114686,35231-208114686,True,0.29714949396980506,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.37499999999999994,0.375,0.375,0.0,0.3580782476492316,0.6666666666666666
38831,201854347,38831-201854347,True,0.30116328475880955,-1.0,-1.0,0.1553062985332183,0.04504504504504505,0.0427927927927928,-1.0,0.3466401066637148,0.16666666666666666,0.35069444444444436,0.21428571428571427,0.21428571428571427,0.0,0.21927990691754173,0.5
